Asset,Revenue_CV,RT_Basis_Risk_StdDev,DA_Basis_Risk_StdDev,Negative_Price_Freq_Pct,CVaR_10_Million
ERCOT,-0.14126704643571195,88.45264955670953,31.978929017439714,2.193582725060827,-4.4467354732804285
